"","Country","ath","year","Total","rank","final_vote","host_country","on_final_vote","gdps","pops"
"42","Mongolia",-0.579667684470577,1992,-0.45498652944378,0,-0.16582719486181,0,0,-0.728598597031959,-0.289366513971194
"43","Morocco",-0.405385829871454,1992,-0.45498652944378,0,-0.16582719486181,0,0,-0.741418858116288,-0.166900827081543
"44","Netherlands",-0.252889207097221,1992,0.151281593855209,12,-0.16582719486181,0,0,0.0552990728760212,-0.219436058585601
"45","Netherlands",-0.623238148120358,1992,-0.45498652944378,0,-0.16582719486181,0,0,0.0552990728760212,-0.219436058585601
"46","New Zealand",-0.536097220820796,1992,-0.303419498619033,18,-0.16582719486181,0,0,-0.201104112598712,-0.282754996673341
"47","Norway",1.07600993422109,1992,2.57635408705117,4,-0.16582719486181,0,1,0.364144701295973,-0.27787024652481
"48","Philippines",-0.645023379945248,1992,-0.45498652944378,0,-0.16582719486181,0,0,-0.760922860004948,0.0308251188684096
"49","Poland",0.487808674949053,1992,-0.45498652944378,0,-0.16582719486181,0,0,-0.678357949432216,-0.092480784581116
"50","Puerto Rico",-0.536097220820796,1992,-0.45498652944378,0,-0.16582719486181,0,0,-0.42745301663231,-0.281833340849596
"51","Romania",-0.16574827979766,1992,-0.45498652944378,0,-0.16582719486181,0,0,-0.717134870508364,-0.174292065900872
"52","San Marino",-0.601452916295468,1992,-0.45498652944378,0,-0.16582719486181,0,0,0.114401402198063,-0.300958300362011
"53","Senegal",-0.623238148120358,1992,-0.45498652944378,0,-0.16582719486181,0,0,-0.758914521663304,-0.26078115321093
"54","Slovenia",-0.078607352498098,1992,-0.45498652944378,0,-0.16582719486181,0,0,-0.474944628784415,-0.290121784260667
"55","Spain",-0.296459670747002,1992,-0.303419498619033,20,-0.16582719486181,0,0,-0.275308887083261,-0.0877525572665702
"56","Swaziland",-0.645023379945248,1992,-0.45498652944378,0,-0.16582719486181,0,0,-0.745517161397614,-0.296531409643798
"57","Sweden",0.923513311446861,1992,0.151281593855209,13,1.06857804539456,0,1,0.406415148452086,-0.254376305313663
"58","Switzerland",0.945298543271751,1992,-0.0002854369695381,14,-0.16582719486181,0,0,0.728175926175903,-0.264490206620701
"59","Chinese Taipei",-0.492526757171016,1992,-0.45498652944378,0,-0.16582719486181,0,0,-0.397163005055997,-0.0433669200699159
"60","Turkey",-0.492526757171016,1992,-0.45498652944378,0,-0.16582719486181,0,0,-0.691826268788181,-0.00994556193716226
"61","Unified Team",2.14348629364072,1992,3.03105517952541,2,-0.16582719486181,0,0,-0.739517660713989,-0.196502807526282
"62","United States",2.53562046648875,1992,1.21225080962844,6,-0.16582719486181,0,1,0.228857353534208,1.05754475868407
"63","Virgin Islands",-0.405385829871454,1992,-0.45498652944378,0,-0.16582719486181,0,0,-0.191132157317438,-0.300514923956475
"64","Yugoslavia",-0.122177816147879,1992,-0.45498652944378,0,-0.16582719486181,0,0,-0.677677895238906,-0.286801158658949
"65","American Samoa",-0.623238148120358,1994,-0.45498652944378,0,-0.16582719486181,0,0,-0.618425764115751,-0.300823697692639
"66","Andorra",-0.536097220820796,1994,-0.45498652944378,0,-0.16582719486181,0,0,0.0279822347878069,-0.300777353771789
"67","Argentina",-0.448956293521235,1994,-0.45498652944378,0,-0.16582719486181,0,0,-0.554940673267692,-0.118701181034451
"68","Armenia",-0.623238148120358,1994,-0.45498652944378,0,-0.16582719486181,0,0,-0.757738821780173,-0.28198139675211
"69","Australia",-0.122177816147879,1994,-0.303419498619033,22,-0.16582719486181,0,0,0.0334848080186061,-0.206214551642378
"70","Austria",1.07600993422109,1994,0.909116747978947,8,-0.16582719486181,0,0,0.205268060126132,-0.258448012433029
"71","Belarus",0.0521040384512445,1994,-0.151852467794286,19,-0.16582719486181,0,0,-0.714102655268623,-0.245029563608747
"72","Belgium",-0.557882452645687,1994,-0.45498652944378,0,-0.16582719486181,0,0,0.152150932458461,-0.246094309914915
"73","Bermuda",-0.645023379945248,1994,-0.45498652944378,0,-0.16582719486181,0,0,0.470762056358381,-0.300765038035282
"74","Bosnia and Herzegovina",-0.448956293521235,1994,-0.45498652944378,0,-0.16582719486181,0,0,-0.735953878382757,-0.277274207080633
"75","Brazil",-0.645023379945248,1994,-0.45498652944378,0,-0.16582719486181,0,0,-0.652636465617563,0.533864017477864
"76","Bulgaria",-0.296459670747002,1994,-0.45498652944378,0,-0.16582719486181,0,1,-0.713533698420089,-0.253566717636594
"77","Canada",1.40278841159445,1994,1.51538487127794,6,-0.16582719486181,0,0,0.152904416326773,-0.146461151157157
"78","Chile",-0.601452916295468,1994,-0.45498652944378,0,-0.16582719486181,0,0,-0.660042695144079,-0.227147375769481
"79","China",-0.143963047972769,1994,-0.0002854369695381,16,-0.16582719486181,0,0,-0.775860645920259,6.01616624661587
"80","Croatia",-0.601452916295468,1994,-0.45498652944378,0,-0.16582719486181,0,0,-0.624527495121574,-0.275627673558649
"81","Cyprus",-0.645023379945248,1994,-0.45498652944378,0,-0.16582719486181,0,0,-0.346470534330304,-0.296780553278617
"82","Czech Republic",0.705660993197957,1994,-0.45498652944378,0,-0.16582719486181,0,0,-0.524708835684541,-0.244321811004766
"83","Denmark",-0.579667684470577,1994,-0.45498652944378,0,-0.16582719486181,0,0,0.410578470329192,-0.272747302382977
"84","Estonia",-0.100392584322988,1994,-0.45498652944378,0,-0.16582719486181,0,0,-0.670703601676727,-0.292597982550074
"85","Fiji",-0.645023379945248,1994,-0.45498652944378,0,-0.16582719486181,0,0,-0.704760578866067,-0.297035380000485
"86","Finland",0.662090529548176,1994,0.454415655504704,10,-0.16582719486181,0,0,0.273651504392305,-0.273532942184043
"87","France",1.46814410706912,1994,0.302848624679957,12,-0.16582719486181,0,0,0.182370407363128,0.0211609188878078
"88","Georgia",-0.557882452645687,1994,-0.45498652944378,0,-0.16582719486181,0,0,-0.757761466069417,-0.274464019996818
"89","Germany",1.77313735261759,1994,3.18262221035016,2,-0.16582719486181,0,0,0.248217730571042,0.138500417297399
"90","Great Britain",0.0303188066263541,1994,-0.151852467794286,20,-0.16582719486181,0,0,0.0593456554334317,0.0143858416632645
"91","Greece",-0.470741525346125,1994,-0.45498652944378,0,-0.16582719486181,0,0,-0.34646265556622,-0.244526545012529
"92","Hungary",-0.318244902571892,1994,-0.45498652944378,0,-0.16582719486181,0,0,-0.625553198827828,-0.243987714505363
"93","Iceland",-0.557882452645687,1994,-0.45498652944378,0,-0.16582719486181,0,0,0.350725152872487,-0.299670882770235
"94","Israel",-0.645023379945248,1994,-0.45498652944378,0,-0.16582719486181,0,0,-0.26288098922418,-0.274150576479785
"95","Italy",1.59885549801846,1994,2.57635408705117,4,-0.16582719486181,0,0,0.119956545760919,0.0107922754842554
"96","Jamaica",-0.579667684470577,1994,-0.45498652944378,0,-0.16582719486181,0,0,-0.711968405234141,-0.287647996145289
"97","Japan",0.574949602248614,1994,0.302848624679957,11,-0.16582719486181,0,0,0.531278982069459,0.379583576218775
"98","Kazakhstan",-0.0350368888483171,1994,-0.0002854369695381,15,-0.16582719486181,0,0,-0.726707653653337,-0.211168966041308
"99","South Korea",-0.20931874344744,1994,0.454415655504704,9,-0.16582719486181,0,0,-0.461201287516173,-0.0630865757913526
"100","Kyrgyzstan",-0.645023379945248,1994,-0.45498652944378,0,-0.16582719486181,0,0,-0.77443601216841,-0.27669659068581
"101","Latvia",-0.078607352498098,1994,-0.45498652944378,0,-0.16582719486181,0,0,-0.663310877370706,-0.286627524285417
"102","Liechtenstein",-0.448956293521235,1994,-0.45498652944378,0,-0.16582719486181,0,0,1.47813039922723,-0.30092881007487
"103","Lithuania",-0.536097220820796,1994,-0.45498652944378,0,-0.16582719486181,0,0,-0.663273316916751,-0.280790969706694
"104","Luxembourg",-0.645023379945248,1994,-0.45498652944378,0,-0.16582719486181,0,0,0.850590760638317,-0.298961631088564
"105","Mexico",-0.645023379945248,1994,-0.45498652944378,0,-0.16582719486181,0,0,-0.619464971319704,0.177600485920347
"106","Moldova",-0.623238148120358,1994,-0.45498652944378,0,-0.16582719486181,0,0,-0.768171699538866,-0.28077003757056
"107","Monaco",-0.557882452645687,1994,-0.45498652944378,0,-0.16582719486181,0,0,2.94767460622473,-0.300925844890407
"108","Mongolia",-0.645023379945248,1994,-0.45498652944378,0,-0.16582719486181,0,0,-0.747508512921583,-0.288944876390226
"109","Netherlands",-0.20931874344744,1994,0.151281593855209,13,-0.16582719486181,0,0,0.167483661952013,-0.218282732613985
"110","New Zealand",-0.514311988995906,1994,-0.45498652944378,0,-0.16582719486181,0,0,-0.211978047855911,-0.282154816081995
"111","Norway",1.25029178882022,1994,3.48575627199965,1,6.00619900642005,1,1,0.470567684741376,-0.277648243449785
"112","Poland",-0.0568221206732075,1994,-0.45498652944378,0,-0.16582719486181,0,0,-0.663335408795371,-0.0910162790954305
"113","Portugal",-0.645023379945248,1994,-0.45498652944378,0,-0.16582719486181,0,0,-0.400369882609969,-0.246285071947109
"114","Puerto Rico",-0.557882452645687,1994,-0.45498652944378,0,-0.16582719486181,0,0,-0.378660516613944,-0.281520199565969
"115","Romania",-0.16574827979766,1994,-0.45498652944378,0,-0.16582719486181,0,0,-0.727831805251461,-0.17478611091253
"116","Russia",1.79492258444248,1994,3.03105517952541,3,-0.16582719486181,0,0,-0.642830060241854,0.514222513600072
"117","San Marino",-0.601452916295468,1994,-0.45498652944378,0,-0.16582719486181,0,0,0.188643816342443,-0.300954768077777
"118","Senegal",-0.645023379945248,1994,-0.45498652944378,0,-0.16582719486181,0,0,-0.758898258181205,-0.258253357634575
